id,text,label
train_33,"""15 from Germany (all with 4 stars), 1 from USA (1 star) and 4 from France (5 stars) If you now open the app in the Windows Phone Store from Germany, you will see a total app review rating of 15 (4 stars).""",0
train_34,"""I am concerned however that Microsoft are not pushing enough for access to successful top selling apps, which are popular on the Iphone and Android platforms e.g.""",0
train_35,"""A good is example of this is the_____ more""""",0
train_36,"""I can program my buttons in my Vive to mimic my fingers.""",0
train_37,"""the current search in Office only works on titles of OneNote docs, but not their content.. which is not very useful!""",0
train_38,"""The problem is that when we delete that file and recreate it (same filename) the create date stays the same!""",0
train_39,"""I'm on a DesktopBridge App and when I try to use Windows.ApplicationModel.AppInfo its null""",0
train_40,"""4 - Do the same for Styles.xaml (or whatever file contains Templates and Styles) as done in 1.""",0
train_41,"""We get an answer back and know how devices are in the network.""",0
train_42,"""This was a braking change since the old Windows Phone Store did not have this kind of limitation.""",0
train_43,For example when I want to go to my user path just Ctrl + R enter ~ then press Enter.,0
train_44,"""Building our email list has been at the forefront of our small software companies goals for a few years.""",0
train_45,"""Would like to change the view of the contact being displayed.""",1
train_46,"""It looks that it removes something from the folder but it cannot.""",0
train_47,"""As it is, it___ more""",0
train_48,"""There appears to be a current bug with the android app and the Evernote integration.	""",0
train_49,"""I would like to be able to enable WP alerts be forwarded to XBox One when I am near it or manually configured for it.""",1
train_50,"""For comparison I've tested this on Bonjour Avahi and Android's Network Service Discovery and they all handle this case correctly.""",0
train_51,"""2) There should be option of preventing Auto hiding when getting focus through Tab button of InputPane just like PreventKeyboardDisplayOnProgrammaticFocus ( which is also not working in UWP Target Version 16299)""",1
train_52,"""Please make support for setting set AutomationId on CoreWindows and MessageDialog!""""",1
train_53,"""Skype contacts are cluttering up my people app and the only way I have found to delete them is to delete them on my desktop and then reset my phone to factory defaults.""",0
train_54,"""This makes apps that use these formats extremely hard to debug.""",0
train_55,"""Chrome would gradually get slower and slower (a new development since Feedly asked to run the always-on tray app).""",0
train_56,"""I liked Windows 10 Version 1803.""",0
train_57,"""I'd like to record an audio/video file while playing a audio file in the background.""",1
train_58,"""Exchange rate between US$ and ___ is too low.""",0
train_59,"""I have seen api recording and streaming and previewing the capture from the video.""",0
train_60,"""I've noticed that pausing and resuming the download accelerates the update rate to about every 250 ms.""",0
train_61,"""A list of my RSS feeds should be available as a public shareable list that I can attach to a cover letter and let the company I interview for create a better picture as a person.""",1
train_62,"""Add PrinterController that was in WPF and WinForms.""",1
train_63,"""Edge Browser, VS 2015 and VS Code already provides support for ES6.""",0
train_64,"""ProtectedData ______________________________________________________ Triple DES ______________________________________________________________________________________________________ Product ID___________________________________________( Windows7 ______________________________________________________________) ______________________________Microsoft.Smartdevice.Connectivity __________________________________________________________________________________________ ProductID __________________________________________________________________________________________________________________________________ PC ______________________________________________________________________________ ____________ ProtectedData _________________________________________________________ _______________________________________ ProtectedData ______________________________________________________________________ OS ___________________________ ID __________________________________________""",0
train_65,The event args implementation correctly contains all the added items and the right indexes (all covered by unit tests).,0
train_66,I have some MapPolygon filling with a semitransparent color like Color.FromArgb(85255255 0); the color always changes because of zooming in the map.,0
train_67,"""Please set a limit and if you are going to ask for a description make it at least 100 or 255 characters long.""",1
train_68,I can program my buttons in my Vive to mimic my fingers.,0
train_69,"""I might just not be able to find the option so if someone else has anything to add then please comment.""",0
train_70,"""But they all differ in what to do exactly.""",0
train_71,"""This behavior makes quick health checks and submissions nearly impossible.""",0
train_72,"""Use Cases: Allow 3rd party access to ringer settings.""",1
train_73,"""I am not going to download multiple GBs of **** that I will never use to fix a memory leak.""",0
train_74,"""Right now it's connected to the wrong account (i have more than one buffer accounts).""",0
train_75,"""There should be a Machine Learning SDK smilar to Apple CoreML""",1
train_76,But in my case i want to print receipt and don't want to show the receipt in the screen and just pass the bitmap image of receipt to POS Printer.,0
train_77,please make bookmarks for podcasts persistent after moving to another podcast and coming back.,1
train_78,"""Not for any of the datetime controls anyway (DatePicker CalenderView etc.""",0
train_79,For user the sensors are the different places and ways to touch in space having XYZ coordinates like:,0
train_80,"""I always use the DisiredAccuray = high!""",0
train_81,"""Remove max limitation on Zoomlevel 1-20.""",1
train_82,"""I think having 3 variations (did I forget any?)""",0
train_83,"""I notice it is already available to the user in the 7.1 version (Mango) but I don't see methods in the API for scanning to the next signal (or seeking, whatever the term is called).""",0
train_84,At times you may want to set a reminder and let it vibrate in your pocket still giving only you a notification instead of beeping out loud when you don't want it to.,1
train_85,"""Please make a feedly widget/gadget for iGoogle (or equivalent)""",1
train_86,"""Example, An app, that allows users to select a time i.e; Tomorrow 10,30 AM to do """"something"""".""",0
train_87,"""When hololens is in stereo mode show both frames on the emulator.""",0
train_88,Assume the following XAML: and not calling SetDesiredBounds!,0
train_89,Please cant we have an option in the WPAppManifest file to untick fast resume and allow WP8.1 apps to not run in fast resume mode just like in WP8?,1
train_90,"""One is TextCanvas for Display and Editing both Text and Inking.""",1
train_91,"""Does this have anything to do with wifi being one of location sources?""",0
train_92,The CreateStreamedFileAsync() method is there since Windows 8 to delay creation of file data.,0
train_93,I'm using Fall Creators update not sure how it behaves in other versions.,0
train_94,"""For example: 1.""",0
train_95,"""Also, allow a YouTube video to continue to play while I scroll through the rest of my feeds.""",1
train_96,"""Microphone sampling frequency is fixed.""",0
train_97,"""Either allowing a function to go to a webpage in your internet browser outside of feedly or using another action to view the slideshow""""",0
train_98,"""I'm talking about just integrating my stream / followed tumblrs, that is, reading not posting.""",0
train_99,"""It happened before the 2nd big wp8.1 update too.""",0
train_100,I have been building computers and my first was a dos and i played game'son it.,0
train_101,"""That would significantly reduce the amount of effort a developer has to go through to publish an app.""",0
train_102,message box with the typical Yes/No/Cancel options.,0
train_103,"""Add Image Cropping support on the CameraCaptureUI on mobile devices as it is on the desktop""",1
train_104,"""This is a standard feature for other platforms.""",0
train_105,"""
Would be really helpful to have FindAncestor API added, just like in Silverlight 5 and WPF.""""""""",1
train_106,And if I have 5 viewmodels deriving from my base view model and my base view model has the boolean IsLoading property I want to be able to x:Bind to this IsLoading property from each view.,0
train_107,"""The idea is to install partially or all the data of the application to cloud services and not to the local device.""",0
train_108,"""However this is for battery and powered scenarios, and you don't want to be manually switching it back and forth all the time.""",0
train_109,"""Seems kind of pointless for those who don't have a Buffer account (nor want one) to have to create an account, and have it be the middleman between Feedly and Facebook.""",0
train_110,"""The TextBox control is the most used control in a Windows program.""",0
train_111,"""Run this as many times as you like the create date will not change from the first time you ran the code.""",0
train_112,"""Windows Phone is an amazing media consumption device, and bringing audiobooks back into the Zune fold would make it that much better.""",0
train_113,"""Windows developers need APIs to control TV tuners and display of other digital media on the same screen at the same time""",1
train_114,"""The concept of paging using skip and take very easily resolves this issue.""",0
train_115,"""Make It possible to choose different sounds for different apps.""",1
train_116,"""I just wanted to say well done to Microsoft for offering a very good browsing experience on wp8.1 with ie11.

With ie11 was able to watch e.g Putlocker videos with no interference such as ads popping up.

On a friends Android doing the same thing it kept popping up saying """"""""your phone has a virus"""""""".""""",0
train_117,"""Support the Windows.Media.Editing API on Windows 8.""",1
train_118,"""Today application are achieving this by embedding browser control which is not a good expereince for end user.""",0
train_119,"""Currently, we have to test if the returned points is inside the rect with a size of map.ActualWidth and map.ActualHeight.""",0
train_120,"""We have a company hub app that is downloaded after mdm enrollment, this hub app uses a background task to post back some device info and location which is not available through the mdm protocol.""",0
train_121,"""I recently submitted an app, but the process hung when I clicked Submit.""",0
train_122, - Open windows explorer:,0
train_123,"""After GDR2 update on my Lumia 820 and 520 devices checking DeviceNetworkInformation.IsWiFiEnabled within application returns false independently of actual WiFi availability.""",0
train_124,"""This means that ContentDialog.ShowAsync will wait until any currently-displayed ContentDialog is dismissed before showing the new dialog.""",0
train_125,"""In the Windows store, I can choose trial mode for my app, and then pick the number of days I want the trial to last.""",0
train_126,For example I have a 25% conversion rate between Store page views and downloads but the second bar is only 5% the width of the first bar (should be ~25%).,0
train_127,"""Without that, we have no means to wrap our own tooling to launch and install built apps to the emulator.""",0
train_128,"""I would really have thought it returns the just imported pfx.""",0
train_129,"""The method would be useful for developers who must deal with diacritics in multilanguage apps.""",0
train_130,"""As above""",0
train_131,"""There is currently no way, how to display in WebView HTTPS web page with invalid certificate, even with user specific opt-in.

""",0
train_132,"""When we long-press on a link in Feedly or in a web view, we're given the option to add it to Reading List, but not to Instapaper or any of the other Read Later services.	""",0
train_133,"""I suggest to make the xaml engine able to use an interface that lets transcode (convert) an instance to and from a string.""",1
train_134,"""I think the new dev center is a great step.""",0
train_135,"""Street names over the route will be shown in another color and are moved to stay always in center.""",0
train_136,"""This fee applies only to alternative payment methods (e.g.""",0
train_137,"""My apps keep getting rejected because they are being tested on devices that they were not designed for.""",0
train_138,"""We use Microsoft Expression Encoder to do live, smooth streaming, video feeds.""",0
train_139,Windows should allow additional user accounts added to track & review the application review process similar to what Apple and Android apple stores allow.,1
train_140,"""I suggest do it like it is done in the Google Reader Watcher (http://ajnasz.hu/google-reader-watcher).""",1
train_141,"""The 'MethodName' property of the KnownTypeAttribute on type 'ObjectModel.Entities.BaseThing' is not currently supported.""",0
train_142,"""We also allow for simultaneous pen and touch to add touch keyboard hotkeys to a docked custom keyboard (typically aids in drawing and ink based applications)""",0
train_143,"""Aplicativos em portugu__s e bloqueio de chamadas""",0
train_144,"""The app store currently only shows consumers app ratings and reviews in the country that you live in.""",0
train_145,"""Unfortunately the ScheduledToastNotification which is just a ToastNotofcation but scheduled lacks this helping feature.""",0
train_146,Please to have competitive advantage i would like you to provide an expedite package for app certification for developers who wants their apps to be published fast.,1
train_147,"""I write a lot support ticket on this, but no one really cares on this issue.""",0
train_148,"""It's so annoying!!""",0
train_149,isalnum(-1) returns true for some codepages.,0
train_150,"""So no contents of MyApp and no KnownFolderDump.exe.""",0
train_151,"""nofificaiones center had to be moved from the left meego guy already looks better and cleaner and so would not be copied anyone since nokia who introduced this feature as bought a nokia, also all in the family""",0
train_152,"""Remove the limitations which inhibits WinRT *custom* components to be used on a desktop application.""",0
train_153,"""Windows Phone Support team can simply refuse further communication and everything stops there.""",0
train_154,"""Reblog support would be nice too but mostly just like at least!""",1
train_155,"""But I mostly care about Windows Phone.""",0
train_156,"""If Windows Phones are to compete they have to acknowledge the big selling apps, or they risk losing market share rather than gaining it.""",0
train_157,"""Microsoft Support just answer this: I reviewed your account and show that the app is published correctly.""",0
train_158,"""Allow the messaging application to join in the default messaging application (Hub Message) for full interaction.""",1
train_159,"""So if a menu is displayed and the user moves the mouse over another menu (without clicking) the first menu would close and the new one hovered over would open.""",0
train_160,"""Allowing a trusted 3rd_____ more""""",1
train_161,"""Now it work, but...the the Header___ more""",0
train_162,I am removing the safe area by calling SetDesiredBounds and I am experiencing framed transport controls then even when using as control somewhere within the page.,0
train_163,"""Users are asking me frequently for a XBox version of my app.""",0
train_164,"""I know we can pass string in the URI but come on we are creating native apps not web apps that we should be limited to this way of coding.""",0
train_165,We miss a control like the integrated photo viewer to show photos or any controls page by page by using flick gestures.,1
train_166,"""Recent Segoe MDL2 asset have many of new glyphs.""",0
train_167,"""This makes it very hard to know upfront if the user can actually launch an URI on Xbox - because it's totally unclear whether Xbox is currently running or applications are allowed to run remotely.""",0
train_168,"""Add an option for remove the image in a contact.""",1
train_169,When Cortana has an expression that it doesn't understand based on the available expressions registered but Cortana does recognize an app name it would be great if the user's expression was fed to the app account on the store for the developer to review and consider supporting in the future.,1
train_170,"""The visual feedback was disabled!""",0
train_171,"""Example Page: (App1 should be configured to use Dark theme)""",1
train_172,"""The problem appears on both XNA and AudioSink recording approaches.""",0
train_173,Please add recent places to SuggestedStartLocation in FileOpenPicker API.,1
train_174,"""We need to have a way by which applications can register the type of content they handle so that when user is downloading a content using IE, they can choose installed application to open with.""",1
train_175,A an ability to the emulator that can emulate a bad data connection so we can discover performance problems before our clients receive it.,1
train_176,"""This scenario is described in this post: https://www.thomasclaudiushuber.com/2017/03/10/building-a-classic-tabbed-and-databound-desktop-app-with-uwp/""",0
train_177,"""For example if you want a feed for every tumblr feed containing the hashtags """" #retail #design """"; """"http://www.tumblr.com/tagged/retail+design""""; would be a feedly feed.""""",0
train_178,"""Emulators are even slower than the WP7.1 ones, so the process is really long.""",0
train_179,"""it so happens that when you type or are playing a game, a slight touch either on the back or search button takes you out of context.""",0
train_180,"""The restrictions on the calendar edit/delete are rediculous.""",0
train_181,"""I already know workarounds using Bindings but they are not practical they need more code and they are semantically incorrect (a binding is not a transcoding/conversion they are different by nature).""",0
train_182,It now gets a number of linker problems that are being caused by Microsoft components.,0
train_183,"""Look it up.""",0
train_184,"""Much effort was made in WPF Xaml Serialization to decouple it from the presentation assemblies and moved into its own assemblies, System.Xaml, and System.Windows.Markup.

This Xaml System had it's own serialization/deserialization mechanism in XamlServices class.

Furthermore, this Xaml system had a very powerful component/concept that is conspicuously absent in WinRT: Markup Extensions.""""",0
train_185,"""It will be nice if window phone or all Microsoft devices have onebooks application for reading eBooks and magazines etc..""",1
train_186,The MS Edge is incompatible with my LTSB system.,0
train_187,Removing the x:name or renaming that element is enough the margin is gone.,0
train_188,Build on WCF to allow on-phone app-to-app communication.,1
train_189,"""I want to have sounds enabled to keyboard but not at highest level, also i want to listen to radio (throuth the night) and be sure that the next morning the alarm clock will sound as high as possible to wake me up.""",1
train_190,"""If the SDK could run on OSX I'd be actually able to create apps for WP7 :)""",1
train_191,"""This application and gReader Pro for Android is where I pull all my news in normally, and Desktop Ticker is now useless as of this morning without a way to pull Feedly (or Digg Reader?	""",0
train_192,"""Another solution could be simply extend Office Store in order to publish VSTO add-in.""",1
train_193,"""Currently it only supports touch input.""",0
train_194,"""PC apps are harder to find this way.""",0
train_195,"""Filter in the ListBox is very important.""",0
train_196,"""There is no option for hard and soft reset""",0
train_197,"""I hope this idea is useful, and perhaps others could comment on whether it is practical, easily implemented or not, and any enhancements.""",0
train_198,The new API for Windows 1803 to create DisplayMonitor instance always fails with ERROR_FILE_NOT_FOUND exception.,0
train_199,"""The bottom could be quick links while the top or left side could be used for navigational purposes.""",1
train_200,"""i.e feedly handles payment and delivery of information, creator creates information and receives revenue.""",0
train_201,"""For example the minimum requirements: Operating system: Windows 8 or later required""",0
train_202,"""This means that applications that wish to use the capabilities of the BackgroundAgent are restricted to using only local audio files that are deployed with teh application, or audio streaming sources.""",0
train_203,Visual Studio's Create Package wizard allows one to assign a version number however this assigns the Package version number.,0
train_204,"""Please improve the app submission process for internal/beta testing:""",1
train_205,The ability to use products like Office with VR.,0
train_206,"""provide a lock to the tiles so that the tiles won't get collapsed accidentally.""",1
train_207,"""It is unacceptable simply because according to RFC 2616 Section 4.1 (Header Field Definitions), the message headers of an HTTP 1.1 message value is optional.""",0
train_208,Please provide a PhotoCropTask that takes an Image(Byte[]) and provides the same crop tool.,1
train_209,"""And when I say much more , I mean much more.""",0
train_210,"""Hi, forcing all WP8 apps upgraded to WP81 to behave differently on resume is causing me massive headaches.""",0
train_211,Nevertheless so far this is ok and could be called as expected.,0
train_212,"""The user can then do some function within the selected app___ more""",0
train_213,There are no keyword searches.,0
train_214,"""Creates possibilities to create new types of apps.""",0
train_215,"""I wish that garbage collection was optional for C# UWP apps.""",1
train_216,"""Right now, I can have several Google apps open in separate tabs in Thunderbird.""",0
train_217,"""Developers should be able to create WP images that are tailored to be in a specific state, and manage those image snapshots.""",1
train_218,"""Some apps could benefit from an easy way to not only send a toast notification but also maintain a notification history users could view afterwards.""",1
train_219,"""The automated script leaves a 5 star review and asks that you do the same for their app.""",0
train_220,"""It would also be good for tracking the causes of uninstall spikes etc""",1
train_221,"""This could allow for quite a few scenarios - someone is currently locked in with a carrier that doesn't have WP7 phones available.""",0
train_222,"""Support for developers willing to get the apps converted and placed in the Windows store is below anecdotal.""",0
train_223,"""Local release builds created with the native toolchain of VS 15.7.1 are working.""",0
train_224,"""But for many desktop applications specifically container applications managing windows is a core feature objective.""",0
train_225,It would be cool to allow the ApplicationBar to have more icons available.,1
train_226,"""I'm a bit surprise by the Action Center.""",0
train_227,"""It is because the responsible HTML element c-heading class font-size style property is fixed to 15px.""",0
train_228,"""The trial feature should be built-in with automatic enforcement, user prompting, disabling, etc, just as it is in the Windows Store.""",1
train_229,Wanted to use /list to work on automating the installer for a container image and there's a ****** check in place that blocks this scenario because the SDK is already installed.,0
train_230,Like surface pro implementing the pressure layer pen on wp8 and win RT,0
train_231,I have noticed that sometimes the microphone function on the iPhone and Android app tends to stall or freeze.,0
train_232,"""Silverlight and Windows Phone does not support that right now.""",0
train_233,"""If the device is connected to a network speech recognition with local SRGS custom grammar it behaves exactly as if it did not have the local grammar and starts to communicate to the websockets.platform.bing.com:443 endpoint increasing by tens of times the waiting-time for the result...""",0
train_234,"""Like many others, I want to add some Twitter feeds as RSS feeds.""",1
train_235,"""explorer Shield picture""",0
train_236,"""there is apps in android phone that is appslock, same apps should be in windows phone""",0
train_237,"""I'm using your Chrome app.	""",0
train_238,"""At this point I think it might be best to just lift the restriction of insider reviews and also show more reviews regardless of version.""",1
train_239,"""It's quite frustrating to have to go into people, click of search and have to find contact, then dial.""",0
train_240,"""Currently it is unavailable in Israel and can't compliment my already installed Office and OneDrive apps""",0
train_241,"""It used to be good on 7.8.""",0
train_242,"""Using Roslyn (as DuoCode does), UWP Applications written in Xaml and C#/VB.NET get transpiled into JavaScript and rendered via HTML5 canvas.""""",0
train_243,"""Please add BTHPROCO_L2CAP to allow us to use a lower implementation...""",1
train_244,"""- User Configurable - Dynamic configurable for App/Game Developers [Say, F1= Fire, F2=Reload, F7=Secondary Weapon, F3=Cycle Weapons] - F4 = Touch Scroll + Fingerprint Reader It can look ugly... but will be a lot useful for customizing the device in a larg""",0
train_245,"""that's all yall need is more hardcore apps.""",0
train_246,"""As an app publisher in South Africa, I am currently unable to get any sort of proper tax invoice for purchases made through my developer account.""",0
train_247,"""What is the problem?""",0
train_248,"""Please allow us to maintain all app packages, store assets, descriptions, screenshots, and metadata in a Git repository and simply push to a Git remote to upload.""",1
train_249,"""UWP is too safe so as to be impractical for so many desktop apps and WPF is like a third-class citizen with Microsoft in the background cheering Upgrade to UWP!""",0
train_250,Then when you move the screen it will not have the same problem.,0
train_251,"""public static readonly DependencyProperty IsTestProperty = DependencyProperty.Register(nameof(IsTest)typeof(bool?""",0
train_252,"""The Backgroundtasks can currently be launched every 15 minutes by the TimeTrigger.""",0
train_253,Is this an option we can hope for in the near future?,0
train_254,It can be used between UWP apps but not in Windows Explorer which really is a shame.,0
train_255,"""__________Windows___________________________________________________________________________________________________APP______ ______ ___________________________HUB__________________________________________________________________________________________________________________________________________________________________________________________________________________î________ ___________________________________________________________________________________________________________________æ______________________________________________________________________________________________________________________ _________________________________________________________________________________________________""",0
train_256,"""Since something like this would pretty much be aligned with the whole motion theme of the Fluent Design System I think it would be great if you could support it in future builds so we could use it with other Composition APIs to add new visual details and effects to our apps that are not possible at the moment.""",1
train_257,"""Windbg Preview Available for Offline Downloads""",0
train_258,"""Imagine if you are calling someone who is already involved in a call, the waiting notification displayed which has been available for long time in several mobiles could give you a relief to contact him later instead of doing a recurring calling and bothering him/her.""",0
train_259,WinRT is littered with Async getters that greatly impede porting code and add unnecessary complexity for many cases.,0
train_260,I'd like to see Windows API's Command Prompts File Explorer support a much longer file path.,1
train_261,"""Without this feature definitely not all windows apps will be ported to UWP for the simple reason - """"We don't want to write another AZURE service to handle DB activity"""".""""",0
train_262,"""Yes, your are right, too similar to """"Her"""", the movie.""",0
train_263,and thereby... the folderpicker has no preview to the content in a folder.,0
train_264,"""forex trading platform to windows mobile 8""",0
train_265,"""When the user starts video playback on a phone we use SuppressSystemOverlays to hide the navigation bar (on devices such as Lumia 950 that has them) and status bar.""",0
train_266,"""Do not complain if developers prefer other platforms: you don't make us life easy at all!!""",0
train_267,"""A DNS-SD service registration does not respond to mDNS queries having a class of ANY but only responds to queries having a class of IN.""",0
train_268,"""pointemy domain to feedly ?""",0
train_269,"""Provide an option to keep a ""Keep-alive"" connection in background so that we can create IM""",1
train_270,"""This is the most important feature lacking in WP8.""",0
train_271,"""Goals of the week, of the favourites teams.""",0
train_272,"""Allow entering negative values""",1
train_273,"""Please look into how musicians and developers use MIDI and what we would like to be able to do with devices like the Surface and prioritize giving us the ability to innovate here.""",1
train_274,"""The library being used by WP (HttpWebRequest) doesn't allow passing empty headers.""",0
train_275,"""Can you at least give an option to make the CameraCaptureUI fullscreen?""",0
train_276,"""_____________________________________________________________________________________________________________________________________________________________________ _________________________________________________________________________________________________________________ ----- ___ChevronWP7______6______coming soon________________________________________________""",0
train_277,"""For this cost, a company would receive two unlocked WindowsPhone devices that could be traded or upgraded.""",0
train_278,"""But on both Windows Phone 8 emulator and device (Nokia Lumia 920), there are 2 problems: - DownloadProgress property often returned 1.0 right after video if opened.""",0
train_279,User changes the language to Arabic (FlowDirection: RTL),0
train_280,This feature is to ask for Xaml serialization featureset parity with WPF/System.Xaml.,1
train_281,"""I dont know is this is a Security norm from Microsoft to not allow outside settings finguer detection ?!""",0
train_282,"""I have been experiencing tons of system crashes recently so I disabling my third-party loopback driver to see if it helps but this means I lose this functionality.""",0
train_283,"""Of course it would be even better to make xaml use TypeConverter additionally for compatibility's sake with WPF.""",1
train_284,"""Many apps have cloud services behind them that cost money and no revenue is generated for up to two weeks in some situations.""",0
train_285,It is very important that we support beta for both Windows Phone and Windows.,1
train_286,"""The current developer ecosystem for WindowsPhone apps is focused on individual developers or corporate developer accounts that typically distribute apps to the masses via the Marketplace.""",0
train_287,"""I want to add this as a context menu option on for instance zip and iso-files.""",0
train_288,I think there should be a casual genre section as a lot of apps don't fall into any specific section already listed.,1
train_289,"""Buffer overrun while writing to 'm_pDACL': the writable size is 'pDACL->AclSize' bytes but '8' bytes might be written.""",0
train_290,"""See the data piling up in the following stores:""",0
train_291,"""_______________MediaElement_________HTTP__________________Cookie_________________________________________MediaElement___CookieContainer____________________________________""",0
train_292,"""For one of our products we need to support NFC card reading/writing with existing devices and several types of cards (Mifare, UL, ULC, Calypso, Desfire, maybe even more) I've read that for WP8.1 the functionality will be added but only for devices with a specific NFC chipset which is currently not present in any of the devices.""",0
train_293,"""If author isn't available, than set author to name of the site or blog?""",1
train_294,"""Unfortunately I do not own a XBox nor would getting one make sense (it is a free app so I am not really interested in spending lots of money just for developing purpose.)""",0
train_295,"""Choose to login automatically with your microsoft account saved into phone (also win8/RT) without insert login and password again.""",0
train_296,"""In the Pocket settings I only seem to have the ability to set a Pocket username and password.""",0
train_297,A location permission dialog may be showing when a network error occurs in an unrelated part of the code for example.,0
train_298,"""Textbox that indicates Validation Results (This Filed is Required...)""",0
train_299,Delete all Universal Windows Platform,0
train_300,"""If I say ""fatto"" vocal command unrecognized!""",0
train_301,"""When I send content from Feedly web to Evernote, the formatting comes across wonky and unclear.""",0
train_302,"""Why don't you use the WinPho style?""",1
train_303,And my only wish is to format a DateTime like the user wants to see it.,1
train_304,"""It would save us a lot of time.""",0
train_305,At the moment a VSTO add-in cannot be published on Windows Store or on Office Store.,0
train_306,Obviously there should probably be a PIN requirement for first use/set up trust but the NFC capabilities of the WP platform will never be fully realized until a simple tap can make something happen without user interference.,1
train_307,When a mediaplayerelement is playing or paused a video.,0
train_308,I would like to have better access to Lockscreen so that I can completely customize it which includes how the time is displayed any custom content like photos or news wallpaper.,1
train_309,It would be nice to be able to render XAML that is not on the visual tree and perhaps in a background task.,1
train_310,"""Please vote""",0
train_311,"""I would like the ability to email articles with GMail, post them to Google+, and save them to Google Drive.; 'cause Google doesn't own quite enough of my soul, yet.""",1
train_312,"""However, the downside of that would be that you couldn't place this widget in a homescreen folder.""""",0
train_313,"""that the Store team needs to ingest the app and provide it to the store.""",0
train_314,"""Currently three additional but unnecessary actions are required to show the downloads history (after '.. Apps updated' was selected in notification center): 1 expand menu bar, 2 select downloads, 3 swipe to history:""",0
train_315,"""It is especially wierd since they can sync pictures and music.""",0
